antigüedad,cuartos,cuartosdebaño,estacionamiento,latlong,metroscuadradostotales,precio,publicado,tipodevendedor,titulo
,,4,4,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",825m²,USD 825.000,,,Proyecto Lagos de Batan Al Canal
20,4,4,1,"//maps.google.com/maps/api/staticmap?center=-2.192116,-79.96683080000003&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=qVOhCztgB1KfnNWoMWw5RxhmliQ=",277m²,USD 258.000,,,"Venta Casa, Urb. Puerto Azul, Vía a La Costa"
,0,0,10,"//maps.google.com/maps/api/staticmap?center=-2.2479304,-79.8891817&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=xJTuZ2qvSh0trFGbZtzLLf65l5g=",135m²,USD 150.000,,,"Venta Casa, Coop. Floresta 3, Sur Guayaquil"
2,4,4,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",600m²,USD 580.000,,,Venta - Palmar del Rio - Linda Villa
30,0,0,0,"//maps.google.com/maps/api/staticmap?center=-2.165798588383933,-79.91138044553827&zoom=16&markers=-2.165798588383933,-79.91138044553827&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=RJUdxVmBBR9HnfGbTgAr-2yoxqQ=",225m²,USD 190.000,,,"Casa en Venta, Norte de Guayaquil, Urdesa Central, Circunvalación Sur"
A estrenar,4,5,2,"//maps.google.com/maps/api/staticmap?center=-2.092533418325432,-79.8565912147709&zoom=16&markers=-2.092533418325432,-79.8565912147709&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=NlCRo_GalOwruYsSK3VcKF6z8o4=",592m²,USD 580.000,,,Se Vende Casa en Samborondón
9,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.1867751,-80.00681270000001&zoom=16&markers=-2.1867751,-80.00681270000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=0AKzrPMvS6VWWT0RZ7mC03u0QXQ=",235m²,USD 195.000,,,"Casa de Venta en Vía Al Sol, Km 14.5 Vía a La Costa, Aires Instalados."
3,4,3,0,"//maps.google.com/maps/api/staticmap?center=-2.033531937643264,-79.89299785236204&zoom=16&markers=-2.033531937643264,-79.89299785236204&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=aVrwVnfK1w5GwIoJ8vkgSRUWcJY=",160m²,USD 125.000,,,Venta de Casa en Villa Club
10,4,5,6,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",1602m²,USD 510.000,,,Vendo Villa Comercial en Urdesa
A estrenar,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.102684137416335,-79.86790745455323&zoom=16&markers=-2.102684137416335,-79.86790745455323&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=BsXucWidj0vrafdItVnTCcEU6Mc=",203m²,USD 290.000,,,Casa de Inversión en Isla Mocolí
1,4,3,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",203m²,USD 158.000,,,Casa en Venta Ciudad Celeste $158.000
10,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.191526053604974,-79.88158962297365&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=7zG7KtHSLb_mZ_gvPzDcV47HGno=",200m²,USD 260.000,,,Urdenor 1 Casa Rentera en Venta
34,9,4,3,"//maps.google.com/maps/api/staticmap?center=-2.2374179,-79.90282780000001&zoom=16&markers=-2.2374179,-79.90282780000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=YT2i_d4DcYNXFMRb9sSC7OWTE8o=",312m²,USD 139.000,,,Venta Casa Rentera Para Inversión
A estrenar,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.186587200507149,-80.0078869756104&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=byPAGsMBnGFnRjhK-tOugf-eIQk=",300m²,USD 250.000,,,Casa en Venta Puerto Azul
7,4,5,3,"//maps.google.com/maps/api/staticmap?center=-2.1828402,-80.00215109999999&zoom=16&markers=-2.1828402,-80.00215109999999&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=V7W6YVikeHMrNRCloZrt9sphd6Q=",325m²,USD 320.000,,,Terranostra - Vía a La Costa Km.12.5 - Venta Casa de 4 Dorm. Usd 320.000
30,4,5,10,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",980m²,USD 480.000,,,En Venta Casa Urdesa Central en Area Comercial
7,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.137652068040713,-79.86503898638921&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=YHyB7wR1azzNJcad36wfQ5tAPj8=",385m²,USD 255.000,,,Casa Venta Excelente Precio! Via Samb Diagonal El Dorado y Mejores Colegios!
46,3,1,0,"//maps.google.com/maps/api/staticmap?center=-2.2436799,-79.8926505&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=YLp3bqt9KceewtWSffYkikZTFDs=",75m²,USD 40.000,,,"Venta de Departamento, Bloques de La Valdivia, Sur de Guayaquil"
12,4,7,2,"//maps.google.com/maps/api/staticmap?center=-2.0904681,-79.86958370000002&zoom=16&markers=-2.0904681,-79.86958370000002&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Vp7ePVJc4rSnAORd3at0LBtl_Oc=",456m²,USD 480.000,,,Linda Casa en Urb Entre Lagos - Vía a Samborondon
35,5,5,3,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",1004m²,USD 706.000,,,Vendo Villa Lomas de Urdesa
2,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.048119630079961,-79.89348434019774&zoom=16&markers=-2.048119630079961,-79.89348434019774&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=skXHvWXs5o2K0e1E-IfgqUoF6-w=",238m²,USD 335.000,,,Se Vende Linda Casa Santa Maria Casa Grande Amoblada $1500
4,0,9,3,"//maps.google.com/maps/api/staticmap?center=-2.2177986,-79.923926&zoom=16&markers=-2.2177986,-79.923926&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Aieh53w8QVmDP9Rp1W8apXIhK4k=",600m²,USD 580.000,,,Vendo Casa Samborondon
4,4,0,2,"//maps.google.com/maps/api/staticmap?center=-2.059297785363572,-79.87595557667271&zoom=16&markers=-2.059297785363572,-79.87595557667271&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=3HZ1aa_CjXEwNxeVwqhjbX0Qu_M=",411m²,USD 300.000,,,Samborondon Elegante y Moderna Casa Km 2
8,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.1419603,-79.86901449999999&zoom=16&markers=-2.1419603,-79.86901449999999&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=DdfuNwLNJLE7Ps9dkGwYBMaujeg=",240m²,USD 315.000,,,"Casa de 4 Dorm. - Us $315,000"
36,7,3,0,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",300m²,USD 155.000,,,Villa Calle Venezuela y La 11 Remodelar
A estrenar,4,4,0,"//maps.google.com/maps/api/staticmap?center=-2.084924,-79.87060350000002&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=gVBM5c3fk92xCuOkVh2vLfpRCro=",460m²,USD 430.000,,,Casa Moderna en Laguna del Sol
,0,0,7,"//maps.google.com/maps/api/staticmap?center=-2.1426396,-79.92233010000001&zoom=16&markers=-2.1426396,-79.92233010000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=2DwT9G8u4RUBG6-J3T_gR2UdNvc=",520m²,USD 60.000,,,Excelente Inversión - Casa Rentera! Sector Norte.
11,7,5,1,"//maps.google.com/maps/api/staticmap?center=-2.133370809444182,-79.88484586389313&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=kGC5js2gMgZmoxGfp3blm9RiZJU=",200m²,USD 190.000,,,"Venta de Casa, Acuarela del Río, Norte de Guayaquil"
20,4,4,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",4500m²,USD 650.000,,,Km 1 Al Rio Villa Grande
10,5,4,4,"//maps.google.com/maps/api/staticmap?center=-2.2174994,-79.92377379999999&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=4o02FeJV6LVvWLNJoRBOG_z1CUQ=",468m²,USD 348.000,,,"Casa en Venta, Urb. Estancia del Rio, Sanborondon, Guayaquil R. J."
8,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.0417313,-79.86323270000003&zoom=16&markers=-2.0417313,-79.86323270000003&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=JrsfM4CtqMEhFUKAUtjerso1iFM=",140m²,USD 97.000,,,Casa Esquinera de Venta en Urbanización Castilla
25,3,2,2,"//maps.google.com/maps/api/staticmap?center=-2.1896713,-80.00842519999998&zoom=16&markers=-2.1896713,-80.00842519999998&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=KEC9H1q0r0wzGgjzyoBPSRCUumk=",427m²,USD 250.000,,,Vendo Casa en Via Al Sol
10,3,4,2,"//maps.google.com/maps/api/staticmap?center=-2.1175402,-79.86700589999998&zoom=16&markers=-2.1175402,-79.86700589999998&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=ti8Y_Vm4Ma1-LkLF9N6zymRko6w=",300m²,USD 290.000,,,"Vendo Casa en Samborondon, Primeros Kilom"
A estrenar,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.0237764,-79.91787090000003&zoom=16&markers=-2.0237764,-79.91787090000003&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=mVZUdrvSgBRE1NpEt-pIT1lDwGo=",106m²,USD 58.000,,,"Venta Casa a Estrenar en Villa del Rey, Etapa Príncipe Felipe"
En construcción,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.348556143171737,-79.81902955967479&zoom=16&markers=-2.348556143171737,-79.81902955967479&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=6lkdIq5XAkzFhV6VyHPoV5hwtqM=",580m²,USD 300.000,,,"Casa en Venta, Isla Mocoli, Proyecto en Planos"
5,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.071946018220783,-79.83659824655763&zoom=16&markers=-2.071946018220783,-79.83659824655763&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=lALXjdQYcnVl40xJEWiQGxlffN4=",180m²,USD 140.000,,,"Vendo por Viaje Villa Ciudad Celeste La Cristalina Guayaquil, Samborondon"
En construcción,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.0773404,-79.86969220000003&zoom=16&markers=-2.0773404,-79.86969220000003&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=tdxJ3IQTMChOEZqVBtnjHHnKU2Q=",595m²,USD 541.000,,,Aires de Batan Exclusiva Casa por Construir
5,5,5,2,"//maps.google.com/maps/api/staticmap?center=-2.16129795316058,-79.9003970088977&zoom=16&markers=-2.16129795316058,-79.9003970088977&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=BYdzZ0PUSgvGgdf9g_2XrPZtsPQ=",360m²,USD 280.000,,,Se Vende Linda Casa Kennedy Norte
8,5,3,1,"//maps.google.com/maps/api/staticmap?center=-2.191526053604974,-79.88158962297365&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=7zG7KtHSLb_mZ_gvPzDcV47HGno=",150m²,USD 147.000,,,San Felipe Casa en Venta
1,0,0,0,"//maps.google.com/maps/api/staticmap?center=-2.064464534383507,-79.87280755581969&zoom=16&markers=-2.064464534383507,-79.87280755581969&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=VzyB5RO6eD7khP0nfnHMWCS9GfE=",615m²,USD 310.000,,,"Casa en Venta, Vía Samborondón, Estancias del Río"
8,3,3,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",250m²,USD 220.000,,,Casa 3 Dorm. en Samborondon Vendo 220.000 Us
10,4,5,5,"//maps.google.com/maps/api/staticmap?center=-2.2174994,-79.92377379999999&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=4o02FeJV6LVvWLNJoRBOG_z1CUQ=",317m²,USD 350.000,,,Hermosa Casa Amplia Excelente Ubicación en Urbanización Vista Sol.
8,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.1586292,-79.94210340000001&zoom=16&markers=-2.1586292,-79.94210340000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=ssMNCfiTvb7f7UZ7FhobksLpJ2Q=",268m²,USD 200.000,,,Vendo Casa Cumbres
A estrenar,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.0412082,-79.88794589999998&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=wQVHnnLAYrZVE--gQaog_jt-LUQ=",101m²,USD 85.000,,,Villa en Venta Casa Laguna 3 Dorm.
A estrenar,4,3,0,"//maps.google.com/maps/api/staticmap?center=-2.071758736637116,-79.83672863434845&zoom=16&markers=-2.071758736637116,-79.83672863434845&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=L5o3ZnEjHQUgtRFcTu4dLWD-vU0=",259m²,USD 171.000,,,Casa en Venta en Ciudad Celeste
5,4,3,1,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",210m²,USD 220.000,,,Casa en Venta 160 m² - Ciudad Celeste. (Cód. 674)
10,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.146121390218411,-79.87402438618199&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=hMvY4pNBnw_mAfbKTAFHTrkkvxQ=",384m²,USD 270.000,,,Vendo Sector Plaza Lagos. Linda Casa. 3 Habitaciones. $270.000
5,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.111188819769686,-79.87128316856877&zoom=16&markers=-2.111188819769686,-79.87128316856877&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=T4xJ2kgG5sgP-Ow5gnF4SY_6fuQ=",247m²,USD 265.000,,,Via Samborondon Urbanización Boungaville Km 2 ½ Venta Villa
3,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.054318349943824,-79.92039649676161&zoom=16&markers=-2.054318349943824,-79.92039649676161&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=hzHF-PmZd-lfMLpBHkX0v484Lms=",293m²,USD 330.000,,,Venta Casa 4 Dorm. Via Samborondon Urbanizacion Km 0.5
1,0,0,0,"//maps.google.com/maps/api/staticmap?center=-2.07179360121206,-79.84207850322787&zoom=16&markers=-2.07179360121206,-79.84207850322787&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=lDt2IA6f6g0AO9b4VW7pFBrrgEI=",340m²,USD 179.000,,,"Casa en Venta, Urbanización Ciudad Celeste, Vía Samborondón"
En construcción,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.191526053604974,-79.88158962297365&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=7zG7KtHSLb_mZ_gvPzDcV47HGno=",90m²,USD 78.000,,,Venta de Proyecto de Casa en La Gran Vittoria - Corina
A estrenar,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.082859537943885,-79.87008153933715&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=wGtnFmMcfGGmKbNznMz5kDPsJwU=",530m²,USD 540.000,,,Vendo Casa en Aires de Batan de Estreno Al Lago
8,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.052108202451951,-79.89979289580077&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=RAjIJvMX9q9Qbcsqa5DuWk9IaNQ=",230m²,USD 210.000,,,Casa de Venta en La a Samborondon
5,3,0,0,"//maps.google.com/maps/api/staticmap?center=-2.116702368888475,-79.86916958827209&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=9mxcF8NsvKIJMkDIIQHFbEVKnps=",373m²,USD 265.000,,,Vendo Sector Plaza Lagos. Linda Casa. 3 Habitaciones. Estudio. $265.000
7,2,2,1,"//maps.google.com/maps/api/staticmap?center=-2.183062957823979,-79.98330757301636&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=hLsr6iJFACSEEk6Pb6pIICgqaBc=",227m²,USD 220.000,,,Casa en Venta en Portal Al Sol
2,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.1031223,-79.86468350000001&zoom=16&markers=-2.1031223,-79.86468350000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=J0gG2fTDfhJc4uNSXYk7scNhlOk=",1098m²,USD 890.000,,,"Urb Mocoli Golf Club - con Vista Al Lago - Us$890,000"
A estrenar,3,2,0,"//maps.google.com/maps/api/staticmap?center=-2.050890890512851,-79.8909915600189&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=wBMvZfLsAn_V6aA0xvSJ2OE-RdU=",165m²,USD 115.000,,,"En Venta Propiedad, Urbanización Villa Club, Vía a La Aurora."
10,5,10,4,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",1000m²,USD 710.000,,,Se Vende en Lomas de Urdesa Casa Elegante!
5,4,2,1,"//maps.google.com/maps/api/staticmap?center=-2.046665273653481,-79.9114201526184&zoom=16&markers=-2.046665273653481,-79.9114201526184&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=0D9uPfLwcewnLLkrskCRp8Oj0tM=",121m²,USD 95.000,,,Venta de Casa Via Samborondon La Joya de Oportunidad - Mariuxi Rugel
10,4,4,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",400m²,USD 225.000,,,Oportunidad. Vendo. Casa Excelente Ubicacion. Vivienda/negocio. $225.000
6,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.13981615318609,-79.86283332526773&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=25WDwLOkg6r1BPCAiLDP_B7PGDM=",218m²,USD 230.000,,,Casa en Venta Primeros Km de Samborondon.
20,4,4,0,"//maps.google.com/maps/api/staticmap?center=-2.191526053604974,-79.88158962297365&zoom=16&markers=-2.191526053604974,-79.88158962297365&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=SIr2LmSe01ey8NjylKWxXofBzCg=",180m²,USD 87.000,,,Casa Rentera en Venta en El Recreo Primera Etapa
7,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.038903690460307,-79.89399563411558&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=OP7MlQguzjsG_FoMP-F6BK6So8k=",124m²,USD 115.000,,,Se Vende Magnifica Casa en Villa Club Etapa Galaxya Modelo Sigma
25,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.118607244768958,-79.89059207375772&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=vqbGJ6ssbHrCJ_bWjeFSCTJCi6U=",130m²,USD 100.000,,,Guayacanes
A estrenar,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.062149511606544,-79.97582676499025&zoom=16&markers=-2.062149511606544,-79.97582676499025&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=XOL1baf_VKalNB2LBDYuNCNPp7Q=",96m²,USD 62.712,,,Venta de Casas – Villa Bonita - Daule
3,4,4,3,"//maps.google.com/maps/api/staticmap?center=-2.100660203238842,-79.87363001376951&zoom=16&markers=-2.100660203238842,-79.87363001376951&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Tj_CDh6bwgo0Sak2EocOR395p1k=",750m²,USD 900.000,,,"Hermosamente Espectacular, Minimalista Al Lago, Nueva."
A estrenar,3,2,2,"//maps.google.com/maps/api/staticmap?center=-2.0382312,-79.8683739&zoom=16&markers=-2.0382312,-79.8683739&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=zfUywetKg7U4Pp1wgpXXpHiohbs=",160m²,USD 95.000,,,Villas en Urbanizacion Brisas del Norte
1,4,4,0,"//maps.google.com/maps/api/staticmap?center=-2.164865232994809,-79.87987888255611&zoom=16&markers=-2.164865232994809,-79.87987888255611&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=1y44otvj8eGeYMw08nQqoYzuqtk=",270m²,USD 290.000,,,"Casa en Venta, Río Guayas Club, Vía Samborondón, Esquinera"
4,3,2,1,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",103m²,USD 95.000,,,Vendo Casa en Casa Laguna
